"edit_history_tweet_ids","id","text","withheld","text_token","text_string"
[1597646986886250500],1597646986886250500,"""the 2008-2009 recession has repeat itself, starting with massive tech lay offs. soon we will find millions of foreclosures across the country. #recession #financialcrisis""",null,"[""2008"",""2009"",""recession"",""repeat"",""starting"",""massive"",""tech"",""lay"",""offs"",""soon"",""find"",""millions"",""foreclosures"",""across"",""country"",""recession"",""financialcrisis""]","2008 2009 recession repeat starting massive tech lay offs soon find millions foreclosures across country recession financialcrisis"
[1597646152585089000],1597646152585089000,"""brandable domain available, accepting offers. #domains #domainsales #fiatcurrency #inflation #federalreserve   #fiat #digitalcurrency #recession #blockchain #bitcoin   #finance #meta #metaverse #crypto #cryptocurrecy #cryptocurrencies #cryptomarket #payment #web3community https://t.co/vgbrbrkppu""",null,"[""brandable"",""domain"",""available"",""accepting"",""offers"",""domains"",""domainsales"",""fiatcurrency"",""inflation"",""federalreserve"",""fiat"",""digitalcurrency"",""recession"",""blockchain"",""bitcoin"",""finance"",""meta"",""metaverse"",""crypto"",""cryptocurrecy"",""cryptocurrencies"",""cryptomarket"",""payment"",""web3community"",""co"",""vgbrbrkppu""]","brandable domain available accepting offers domains domainsales fiatcurrency inflation federalreserve fiat digitalcurrency recession blockchain bitcoin finance meta metaverse crypto cryptocurrecy cryptocurrencies cryptomarket payment web3community vgbrbrkppu"
[1597646012570472400],1597646012570472400,"bad economies are a great time to get rich  #recession",null,"[""bad"",""economies"",""great"",""time"",""get"",""rich"",""recession""]","bad economies great time get rich recession"
[1597645878982238200],1597645878982238200,"welcome #recession #southpark https://t.co/nyplwj6qyr",null,"[""welcome"",""recession"",""southpark"",""co"",""nyplwj6qyr""]","welcome recession southpark nyplwj6qyr"
[1597645767413764000],1597645767413764000,"""brandable domain available, accepting offers. #domains #domainsales #fiatcurrency #inflation #federalreserve  #fiat #digitalcurrency #ethereum #blockchain #bitcoin #economy #recession #finance #meta #metaverse  #crytpo #cryptocurrecy #cryptocurrencies #blockchain #web3community https://t.co/ayuro7bopo""",null,"[""brandable"",""domain"",""available"",""accepting"",""offers"",""domains"",""domainsales"",""fiatcurrency"",""inflation"",""federalreserve"",""fiat"",""digitalcurrency"",""ethereum"",""blockchain"",""bitcoin"",""economy"",""recession"",""finance"",""meta"",""metaverse"",""crytpo"",""cryptocurrecy"",""cryptocurrencies"",""blockchain"",""web3community"",""co"",""ayuro7bopo""]","brandable domain available accepting offers domains domainsales fiatcurrency inflation federalreserve fiat digitalcurrency ethereum blockchain bitcoin economy recession finance meta metaverse crytpo cryptocurrecy cryptocurrencies blockchain web3community ayuro7bopo"
[1597645194253332500],1597645194253332500,"""us companies are in good shape to handle a mild #recession, shared eric green, cio-equity. check out eric's full interview on @morningsmaria for more insight. https://t.co/s2oabn4vox""",null,"[""us"",""companies"",""good"",""shape"",""handle"",""mild"",""recession"",""shared"",""eric"",""green"",""cio"",""equity"",""check"",""eric"",""full"",""interview"",""morningsmaria"",""insight"",""co"",""s2oabn4vox""]","companies good shape handle mild recession shared eric green cio equity check eric full interview morningsmaria insight s2oabn4vox"
[1597645017765806000],1597645017765806000,"""eric green, cio-equity, @penn_capital, a spouting rock boutique manager, shared his thoughts on @morningsmaria that us companies are in good shape to handle a mild #recession. check out eric's full interview for more insight. https://t.co/fq2c3f52zb""",null,"[""eric"",""green"",""cio"",""equity"",""penn_capital"",""spouting"",""rock"",""boutique"",""manager"",""shared"",""thoughts"",""morningsmaria"",""us"",""companies"",""good"",""shape"",""handle"",""mild"",""recession"",""check"",""eric"",""full"",""interview"",""insight"",""co"",""fq2c3f52zb""]","eric green cio equity penn_capital spouting rock boutique manager shared thoughts morningsmaria companies good shape handle mild recession check eric full interview insight fq2c3f52zb"
[1597644382853017600],1597644382853017600,"#recession ... #gfc2 us treasury #bonds edition\nvia @anilvohra1962\n\n#yieldcurve #inversion 📉 👀 https://t.co/dl5afytfgr",null,"[""recession"",""gfc2"",""us"",""treasury"",""bonds"",""edition"",""via"",""anilvohra1962"",""yieldcurve"",""inversion"",""co"",""dl5afytfgr""]","recession gfc2 treasury bonds edition via anilvohra1962 yieldcurve inversion dl5afytfgr"
[1597644055365689300],1597644055365689300,"""\""the economic challenges facing the euro area are not the same as in the us... a recession seems difficult to avoid and we expect gdp to decline by 0.9% in 2023, followed by stagnation in 2024.\"" #europe #recession (@danske_research) https://t.co/3qchaxv9mw https://t.co/l3byjpurkq""",null,"[""economic"",""challenges"",""facing"",""euro"",""area"",""us"",""recession"",""seems"",""difficult"",""avoid"",""expect"",""gdp"",""decline"",""0"",""9"",""2023"",""followed"",""stagnation"",""2024"",""europe"",""recession"",""danske_research"",""co"",""3qchaxv9mw"",""co"",""l3byjpurkq""]","economic challenges facing euro area recession seems difficult avoid expect gdp decline 2023 followed stagnation 2024 europe recession danske_research 3qchaxv9mw l3byjpurkq"
[1597643796665487400],1597643796665487400,"avoiding #recession in #2023 “almost impossible” | michael green https://t.co/67cgg2g3lj via @youtube",null,"[""avoiding"",""recession"",""2023"",""almost"",""impossible"",""michael"",""green"",""co"",""67cgg2g3lj"",""via"",""youtube""]","avoiding recession 2023 almost impossible michael green 67cgg2g3lj via youtube"
[1597643710799704000],1597643710799704000,"#recession ... #gfc2 us #inequality edition https://t.co/yk6huq9hfz https://t.co/ica7gbg4q4",null,"[""recession"",""gfc2"",""us"",""inequality"",""edition"",""co"",""yk6huq9hfz"",""co"",""ica7gbg4q4""]","recession gfc2 inequality edition yk6huq9hfz ica7gbg4q4"
[1597642570259370000],1597642570259370000,"भारतीय कर्मचाऱ्यांना अॅमेझॉन दणका देणार? शेकडो भारतीयांच्या नोकऱ्या जाणार?\n\n#amazon #recession #jobcuts \n\nhttps://t.co/vgrvgr286c",null,"[""भ"",""रत"",""य"",""कर"",""मच"",""ऱ"",""य"",""न"",""अ"",""म"",""झ"",""न"",""दणक"",""द"",""ण"",""र"",""श"",""कड"",""भ"",""रत"",""य"",""च"",""य"",""न"",""कऱ"",""य"",""ज"",""ण"",""र"",""amazon"",""recession"",""jobcuts"",""co"",""vgrvgr286c""]","दणक amazon recession jobcuts vgrvgr286c"
[1597642551397433300],1597642551397433300,"real #estate #market #mortgage #modification #property #housing #invest #rent #financial #markets #economy #recession #inflation #realtor #trdny https://t.co/mzlzzt7z4s",null,"[""real"",""estate"",""market"",""mortgage"",""modification"",""property"",""housing"",""invest"",""rent"",""financial"",""markets"",""economy"",""recession"",""inflation"",""realtor"",""trdny"",""co"",""mzlzzt7z4s""]","real estate market mortgage modification property housing invest rent financial markets economy recession inflation realtor trdny mzlzzt7z4s"
[1597642365644439600],1597642365644439600,"""nifty closed at all time high today. a weekly close above 18600 would further confirm the bullish strength, while the world is talking about #recession \n\n#nifty #nifty50 #index #stockstobuy #equity #noiselessinvesting https://t.co/g4olvhbe4l""",null,"[""nifty"",""closed"",""time"",""high"",""today"",""weekly"",""close"",""18600"",""would"",""confirm"",""bullish"",""strength"",""world"",""talking"",""recession"",""nifty"",""nifty50"",""index"",""stockstobuy"",""equity"",""noiselessinvesting"",""co"",""g4olvhbe4l""]","nifty closed time high today weekly close 18600 would confirm bullish strength world talking recession nifty nifty50 index stockstobuy equity noiselessinvesting g4olvhbe4l"
[1597642283608080400],1597642283608080400,"""when the world says: \n“a #recession is coming”\nthat means it’s already here.\n\nsigns we are in a recession📉🧵:\n\n1. the price of goods rises while quality lowers.\nwhen multi-million dollar corporations are skimping on products, that’s a sign.""",null,"[""world"",""says"",""recession"",""coming"",""means"",""already"",""signs"",""recession"",""1"",""price"",""goods"",""rises"",""quality"",""lowers"",""multi"",""million"",""dollar"",""corporations"",""skimping"",""products"",""sign""]","world says recession coming means already signs recession price goods rises quality lowers multi million dollar corporations skimping products sign"
[1597642104821670000],1597642104821670000,"#recession ... #emergingmarkets $usd #liquidity squeeze asia edition https://t.co/naor3ua5q5",null,"[""recession"",""emergingmarkets"",""usd"",""liquidity"",""squeeze"",""asia"",""edition"",""co"",""naor3ua5q5""]","recession emergingmarkets usd liquidity squeeze asia edition naor3ua5q5"
[1597642029479039000],1597642029479039000,"will global recession impact india or not? #recession #usa #layoffs #realestatesector https://t.co/wu5dkbul9g",null,"[""global"",""recession"",""impact"",""india"",""recession"",""usa"",""layoffs"",""realestatesector"",""co"",""wu5dkbul9g""]","global recession impact india recession usa layoffs realestatesector wu5dkbul9g"
[1597641763237527600],1597641763237527600,"#recession https://t.co/wiobj0q8i7",null,"[""recession"",""co"",""wiobj0q8i7""]","recession wiobj0q8i7"
[1597641626255782000],1597641626255782000,"\"cracks in china as the anglo-american empire unravels\" report by sir mario @maneco1964 w/ sir paul @thesiriusreport #russia #brics #recession #pension #inflation #gold #silver #dxy #imf #cbdc #centralbanks #pensioen #china #qatned #ongehoordnieuws \nhttps://t.co/3hzbr5q1l8 https://t.co/4dyucae9hj",null,"[""cracks"",""china"",""anglo"",""american"",""empire"",""unravels"",""report"",""sir"",""mario"",""maneco1964"",""w"",""sir"",""paul"",""thesiriusreport"",""russia"",""brics"",""recession"",""pension"",""inflation"",""gold"",""silver"",""dxy"",""imf"",""cbdc"",""centralbanks"",""pensioen"",""china"",""qatned"",""ongehoordnieuws"",""co"",""3hzbr5q1l8"",""co"",""4dyucae9hj""]","cracks china anglo american empire unravels report sir mario maneco1964 sir paul thesiriusreport russia brics recession pension inflation gold silver dxy imf cbdc centralbanks pensioen china qatned ongehoordnieuws 3hzbr5q1l8 4dyucae9hj"
[1597641622115995600],1597641622115995600,"""economic weakness and sliding asset valuations should have tamed the so-called ‘wealth effect’. \ndemand for luxury goods has been surprisingly robust in recent months, even with a pending recession.\nhttps://t.co/owsng3ow8x\n\n#recession #luxury #fashion #luxurygoods #luxuryfashion""",null,"[""economic"",""weakness"",""sliding"",""asset"",""valuations"",""tamed"",""called"",""wealth"",""effect"",""demand"",""luxury"",""goods"",""surprisingly"",""robust"",""recent"",""months"",""even"",""pending"",""recession"",""co"",""owsng3ow8x"",""recession"",""luxury"",""fashion"",""luxurygoods"",""luxuryfashion""]","economic weakness sliding asset valuations tamed called wealth effect demand luxury goods surprisingly robust recent months even pending recession owsng3ow8x recession luxury fashion luxurygoods luxuryfashion"
[1597641589203009500],1597641589203009500,"""are we headed into a recession? if you're in it, it could mean postponing some of the initiatives you've included in your 2023 budget. here are some tips to cut down on unnecessary expenses now so you can do more in 2023: https://t.co/pumfn3ma6m #recession #it #management #2023 https://t.co/2spxcgprp1""",null,"[""headed"",""recession"",""could"",""mean"",""postponing"",""initiatives"",""included"",""2023"",""budget"",""tips"",""cut"",""unnecessary"",""expenses"",""2023"",""co"",""pumfn3ma6m"",""recession"",""management"",""2023"",""co"",""2spxcgprp1""]","headed recession could mean postponing initiatives included 2023 budget tips cut unnecessary expenses 2023 pumfn3ma6m recession management 2023 2spxcgprp1"
[1597641585965125600],1597641585965125600,"""ireland’s economy is going under for a second time as #finegael and #fiannafail policies of incompetence, corruption and maladministration come to fruition.! #homelessness #immigration #recession""",null,"[""ireland"",""economy"",""going"",""second"",""time"",""finegael"",""fiannafail"",""policies"",""incompetence"",""corruption"",""maladministration"",""come"",""fruition"",""homelessness"",""immigration"",""recession""]","ireland economy going second time finegael fiannafail policies incompetence corruption maladministration come fruition homelessness immigration recession"
[1597641270247428000],1597641270247428000,"""&gt; the data should keep #usd investors/speculators/ &amp; bulls on the #defense. that said, if @federalreserve decides to ignore the overwhelming evidence of an impending #recession - it could preset a slightly less #hawkish tilt leaving #eurusd markets to break 1.0500 level &amp; higher.""",null,"[""gt"",""data"",""keep"",""usd"",""investors"",""speculators"",""amp"",""bulls"",""defense"",""said"",""federalreserve"",""decides"",""ignore"",""overwhelming"",""evidence"",""impending"",""recession"",""could"",""preset"",""slightly"",""less"",""hawkish"",""tilt"",""leaving"",""eurusd"",""markets"",""break"",""1"",""0500"",""level"",""amp"",""higher""]","data keep usd investors speculators amp bulls defense said federalreserve decides ignore overwhelming evidence impending recession could preset slightly less hawkish tilt leaving eurusd markets break 0500 level amp higher"
